"","Pot","Acquisition_date","Batch_number","height_2d_mm","height_mm","proj_area_2d_mm2","area_mm2","volume_mm3","tGmRmB","n_tGmRmB","GmR","nGmR","G","nG","rgr_height","rgr_vol","rgr_area","iou","Cabinet","Cabinet_side","Treatment","Base_trt","Nitrogen","NConc","Seasol","SDilution","Sowing_date","DAS","Teatment","Height_manual","SPAD"
"103",9,20180815,11084,80.7182320442,86.7363,499.879150005657,3287.26,1240.45,0.206517,0.226781,0.139069,0.324643,0.285563,0.443317,0.137629607795966,0.362741753699702,0.297866782391822,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,1,92,44.2
"104",10,20180725,10076,15.9828536436,17.5438,11.0613686110383,44.705,4.26753,0.197202,0.179619,0.157769,0.312911,0.332868,0.418796,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",13,1,20,NA
"105",10,20180730,10265,19.360786724,18.0247,25.310068001975,41.0571,4.58273,0.197209,0.180489,0.159417,0.319705,0.329191,0.419269,0.00540848566801522,0.0142519369754563,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",18,1,26,NA
"106",10,20180801,10427,19.028887523,14.6439,38.5738983630933,58.5309,7.39852,0.195565,0.190894,0.148403,0.317596,0.309493,0.424747,NA,0.239492544895725,0.17729551958353,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",20,1,26,NA
"107",10,20180806,10598,37.6343421865,38.3733,129.132959593083,507.004,106.276,0.234044,0.220808,0.158487,0.320955,0.328834,0.440205,0.192667607750496,0.532951900708764,0.431792814638324,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",25,1,46,NA
"108",10,20180808,10760,52.6205191595,55.7621,176.923693162958,873.628,232.241,0.200244,0.216549,0.140033,0.32526,0.28729,0.438002,0.186866260948643,0.390868070923142,0.272067881326324,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",27,1,61,NA
"109",10,20180813,10922,62.550831793,63.2131,362.343447302642,1922.33,608.455,0.226143,0.227843,0.151366,0.325652,0.310136,0.443892,0.0250834262010974,0.192629466350717,0.157727723036585,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",32,1,71,44.8
"110",10,20180815,11084,61.8232044199,65.627,481.078136605542,3008.8,1085.1,0.20202,0.22769,0.137119,0.327304,0.279666,0.443838,0.018737819241633,0.289252235137507,0.224001668107071,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",34,1,71,44
"111",10,20180820,11300,52.94444444445,24.7151,588.406172839459,956.793,289.765,0.18244,0.218184,0.130147,0.330259,0.26524,0.438917,NA,NA,NA,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",39,1,76,49.5
"112",10,20180822,11404,66.3692307692,74.5929,845.808639053308,7774.49,3857.55,0.16197,0.211397,0.119482,0.333086,0.241715,0.435267,0.552315467770526,1.29435864813502,1.0475080364623,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",41,1,78,42.6
"113",10,20180827,11494,64.3782117163,69.1669,1113.32531273471,12570.6,6767.51,0.165088,0.213329,0.121318,0.335243,0.244095,0.436155,NA,0.112420190644357,0.0961025786202658,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",46,1,76,51.3
"114",10,20180829,11554,65.0669412976,71.2595,1358.13709045342,19115.6,11643.5,0.139658,0.206185,0.105731,0.331901,0.214331,0.432615,0.0149028595515328,0.271307432117696,0.209572000728709,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",48,1,79,54.8
"115",10,20180903,11644,63.3436532508,69.3993,1650.51895925342,33883.3,19756.9,0.160056,0.208793,0.11713,0.326896,0.241843,0.43381,NA,0.105750942606023,0.114483502404126,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",53,1,85,49
"116",10,20180905,11679,71.15305067215,74.8266,1908.38221816325,40444.2,29865.6,0.142435,0.20424,0.105078,0.321013,0.220382,0.431561,0.0376483278655586,0.206602259484011,0.088500489344141,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",55,1,84,52.7
"117",10,20180910,11749,75.1085832472,78.8903,2334.99315573175,54121.7,48162.4,0.138216,0.202192,0.10197,0.317167,0.214942,0.430495,0.0105769686250866,0.0955742634513303,0.0582623936321582,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",60,1,88,56
"118",10,20180912,11784,75.7305699482,82.8394,2319.42583425033,61954.7,51555.9,0.13742,0.197289,0.102942,0.314307,0.218437,0.427985,0.0244227568801039,0.0340440111281293,0.0675841291727668,NA,1,"RHS",1,"Hoaglands Solution","","0","NoSeasol","","12/07/2018",62,1,89,46.6
"119",11,20180725,10076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",13,1.1,16,NA
"120",11,20180730,10265,22.8457283344,18.429,32.4063768709383,81.6449,11.6684,0.195767,0.169129,0.159783,0.308646,0.340508,0.414187,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",18,1.1,28,NA
"121",11,20180801,10427,21.4074984634,17.9457,42.1248832225367,61.9195,5.99704,0.144144,0.149834,0.138115,0.318629,0.287071,0.404846,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",20,1.1,25,NA
"122",11,20180806,10598,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",25,1.1,44,NA
"123",11,20180808,10760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",27,1.1,44,NA
"124",11,20180813,10922,68.4288354898,70.6017,384.048016441142,2107.59,639.903,0.207634,0.214753,0.147339,0.327626,0.300857,0.437332,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",32,1.1,77,NA
"125",11,20180815,11084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",34,1.1,83,44.8
"126",12,20180725,10076,12.7311696265,13.8173,10.6476392635218,51.9665,6.66201,0.224228,0.19218,0.16582,0.305257,0.355554,0.42518,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",13,1.1,18,NA
"127",12,20180730,10265,19.5267363245,17.1487,31.3306368900042,70.3495,9.00407,0.218614,0.196413,0.160714,0.311491,0.341415,0.427542,0.0432001877534924,0.0602510913031384,0.060575279201643,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",18,1.1,26,NA
"128",12,20180801,10427,17.2587584511,15.6546,32.9439281198658,43.3392,4.61928,0.172117,0.181578,0.141334,0.323667,0.291885,0.420015,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",20,1.1,27,NA
"129",12,20180806,10598,35.3551575046,36.7835,118.371349566066,451.139,94.071,0.217429,0.217016,0.151734,0.32432,0.311866,0.438238,0.170856914310446,0.602762193503229,0.468543591753906,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",25,1.1,43,NA
"130",12,20180808,10760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",27,1.1,54,NA
"131",12,20180813,10922,43.3086876155,45.0256,382.839917862792,2396.94,885.979,0.218349,0.225505,0.148604,0.327651,0.303571,0.442669,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",32,1.1,78,40.4
"132",12,20180815,11084,75.3038674033,78.9707,537.932602789858,3241.85,1266.98,0.204321,0.232649,0.135884,0.328573,0.27638,0.446367,0.280922840346276,0.178849073292158,0.150975615328643,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",34,1.1,89,47.9
"133",12,20180820,11300,70.3888888889,36.3137,880.77875514405,2511.04,969.233,0.19625,0.230492,0.13426,0.33477,0.269791,0.445313,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",39,1.1,82,49.1
"134",12,20180822,11404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",41,1.1,87,48.6
"135",12,20180827,11494,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",46,1.1,106,51.7
"136",12,20180829,11554,85.2729145211,93.7038,2323.3266452135,38950.2,25429.9,0.156796,0.225751,0.110504,0.336894,0.220895,0.442782,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",48,1.1,105,56.1
"137",13,20180725,10085,5.11426806671,5.6589,3.62958246364898,10.8235,1.19331,0.207384,0.184894,0.163016,0.313276,0.345194,0.421652,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",13,1.1,10,NA
"138",13,20180730,10274,18.5212569316,17.6029,24.227879500205,64.768,8.3856,0.221503,0.185631,0.168098,0.307561,0.358635,0.421863,0.226966826832039,0.389956998117011,0.357818391613435,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",18,1.1,25,NA
"139",13,20180801,10436,24.5555555556,19.851,31.3903806584367,67.6471,6.81507,0.178029,0.181425,0.144783,0.322649,0.297175,0.419822,0.0600953612500938,NA,0.0217464158858003,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",20,1.1,31,NA
"140",13,20180806,10607,39.4164619165,40.4796,101.730785048497,481.474,107.028,0.231522,0.22133,0.157154,0.320666,0.325465,0.440496,0.142508751961886,0.550790829183262,0.392509549172107,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",25,1.1,46,NA
"141",13,20180808,10769,40.7526218384,43.9755,154.758957749569,760.538,202.686,0.212428,0.224404,0.142769,0.322525,0.295119,0.44217,0.0414172585740826,0.31928375050652,0.22858692286042,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",27,1.1,47,NA
"142",13,20180813,10931,62.2099447514,64.1606,371.781310094267,1969.87,638.569,0.220453,0.227272,0.14899,0.32728,0.303859,0.443557,0.0755513308959703,0.229514350385594,0.190339350425794,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",32,1.1,71,41.8
"143",13,20180815,11093,77.67391304345,75.9325,525.730810925425,2821.82,983.631,0.204176,0.229874,0.135975,0.325075,0.278755,0.444948,0.0842277363051012,0.216010545654546,0.179707258060791,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",34,1.1,87,45
"144",13,20180820,11300,80,38.4817,1036.63698559658,1051.99,231.247,0.199693,0.233747,0.133412,0.331082,0.270263,0.446914,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",39,1.1,91,51.7
"145",13,20180822,11404,71.8153846154,80.7238,1273.25928994075,11153,5761.75,0.182927,0.228671,0.125701,0.334345,0.252106,0.444249,0.370425323817325,1.60775506182759,1.18051245572274,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",41,1.1,85,49.8
"146",13,20180827,11494,92.7749229188,99.7529,2306.59350247025,29814.1,17914.8,0.189061,0.2349,0.12729,0.335528,0.254795,0.447447,0.0423325353557191,0.226877187771389,0.196654583191829,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",46,1.1,104,48.9
"147",13,20180829,11554,104.552008239,115.511,2875.08443629425,50090.7,32241.3,0.165172,0.233468,0.111869,0.333815,0.225234,0.44684,0.0733348177465758,0.293810526270366,0.259426963072805,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",48,1.1,120,54.7
"148",14,20180725,10085,17.3440395306,18.5598,12.6256389821126,73.007,11.0916,0.186989,0.174123,0.152716,0.31043,0.32365,0.415972,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",13,1.1,23,NA
"149",14,20180730,10274,19.5471349353,18.6811,31.2062023158342,55.9315,6.65649,0.205482,0.190875,0.159381,0.321794,0.330185,0.424705,0.00130287322773288,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",18,1.1,26,NA
"150",14,20180801,10436,18.3333333333,19.7162,41.6027777777767,135.958,21.3,0.178549,0.185923,0.140555,0.320413,0.292521,0.422267,0.0269641576302682,0.581557377058833,0.444109143399317,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",20,1.1,20,NA
"151",14,20180806,10607,33.058968059,35.6974,139.524238751815,700.317,185.992,0.220995,0.218597,0.152266,0.323667,0.314038,0.439057,0.118727444832929,0.433399317864029,0.327837415033316,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",25,1.1,39,NA
"152",14,20180808,10769,50.9685379395,54.4755,203.05127393735,1036.28,305.613,0.196984,0.217157,0.13724,0.324926,0.281713,0.438349,0.211336601154524,0.248307966809544,0.195929783447928,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",27,1.1,58,NA
"153",14,20180813,10931,62.4585635359,61.4448,371.126415555033,2050.34,671.74,0.211288,0.211087,0.13896,0.295873,0.307396,0.435597,0.0240776302953997,0.157510353047935,0.136473651093105,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",32,1.1,75,NA
"154",14,20180815,11093,63.6149068323,61.5458,508.074070251967,2784.73,998.877,0.200527,0.218552,0.128532,0.292964,0.294834,0.439596,0.000821201154428408,0.198380143525435,0.153072643843734,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",34,1.1,76,37.3
"155",14,20180820,11300,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",39,1.1,78,48.6
"156",14,20180822,11404,71.76923076925,79.5557,1153.28385798806,15728.7,10481.1,0.137107,0.178508,0.113102,0.325982,0.240197,0.419646,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",41,1.1,80,48
"157",14,20180827,11494,72.9342240493,76.9834,1328.474882992,14266.4,8273.06,0.163306,0.214425,0.116982,0.326685,0.246222,0.436847,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",46,1.1,90,47.6
"158",14,20180829,11554,69.5159629248,76.3532,1534.12917183217,21909.2,13779.2,0.140739,0.208165,0.104026,0.326156,0.218225,0.433705,NA,0.255077878028974,0.214499758888417,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",48,1.1,82,53.4
"159",14,20180903,11644,65.9442724458,71.6717,1877.66366494525,40359.2,27475.2,0.161928,0.21225,0.11737,0.327766,0.244305,0.435641,NA,0.138024714172039,0.122182546750081,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",53,1.1,75,51.7
"160",14,20180905,11679,71.0134436401,75.0082,2230.9857724775,58257.6,41842.4,0.146478,0.209498,0.10616,0.321947,0.224377,0.4343,0.0227507356708441,0.210313199940095,0.183527591177332,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",55,1.1,84,53.8
"161",14,20180910,11749,76.2254395036,81.9841,2659.48313743375,72544.9,66661.8,0.141752,0.206356,0.10211,0.315252,0.219394,0.432669,0.0177855770261059,0.0931443791454118,0.043866224894775,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",60,1.1,88,54
"162",14,20180912,11784,82.0725388601,85.1831,2871.25925528225,80440.9,74247.3,0.13878,0.202134,0.100865,0.311884,0.218237,0.430502,0.0191388656643623,0.0538846690849875,0.0516585363966833,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",62,1.1,96,52.1
"163",15,20180725,10085,4.44718962322,1.4811,2.16609929721953,4.83747,0.712466,0.0975448,0.0915506,0.132478,0.286345,0.302211,0.376389,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",13,1.1,0,NA
"164",15,20180730,10274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",18,1.1,2,NA
"165",15,20180801,10436,3.83333333333,NA,1.794212962963,NA,NA,0.149974,0.152047,0.146469,0.334559,0.293158,0.405063,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",20,1.1,9,NA
"166",15,20180806,10607,15.61732186735,16.0011,25.993641864725,82.3797,15.0378,0.216513,0.200192,0.159556,0.322768,0.329389,0.429434,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",25,1.1,22,NA
"167",15,20180808,10769,27.7051202961,30.0302,52.0871154012275,218.723,49.4123,0.214483,0.216549,0.149826,0.325997,0.306313,0.43804,0.314773036051556,0.594816174914656,0.488233520853828,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",27,1.1,36,NA
"168",15,20180813,10931,45,46.5581,130.51896055264,556.149,154.209,0.236706,0.235591,0.154718,0.328822,0.314959,0.44786,0.0876994906101345,0.227621888825795,0.1866460309824,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",32,1.1,55,NA
"169",15,20180815,11093,46.76086956525,47.0457,175.086474287292,713.333,197.305,0.209427,0.232765,0.139761,0.329654,0.283533,0.446403,0.00520923734422674,0.123220964820648,0.124456054048798,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",34,1.1,52,36.4
"170",16,20180725,10085,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",13,1.1,-1,NA
"171",16,20180730,10274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",18,1.1,-5,NA
"172",16,20180801,10436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",20,1.1,-3,NA
"173",16,20180806,10607,0.165847665848,NA,0.0470903461536426,NA,NA,0.0118722,0.0107923,0.128078,0.326483,0.262913,0.338224,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",25,1.1,7,NA
"174",16,20180808,10769,0.38864898211,0.00669861,0.504264090870742,0.000520059,4.95165e-07,0.00302184,0.00238498,0.129687,0.359249,0.246925,0.334477,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",27,1.1,3,NA
"175",16,20180813,10931,4.86187845304,4.6138,4.5126573262925,19.5127,2.09529,0.148557,0.147305,0.145379,0.327555,0.295947,0.403174,1.306981409854,3.05161335304057,2.1065267653831,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",32,1.1,10,NA
"176",16,20180815,11093,16.0434782609,4.9051,15.440654295745,15.634,1.47883,0.164207,0.164326,0.143954,0.322829,0.296678,0.412139,0.0306118338472481,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",34,1.1,22,NA
"177",16,20180820,11300,21.25,NA,44.357381687245,NA,NA,0.201815,0.210584,0.147348,0.330882,0.297579,0.435008,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",39,1.1,25,NA
"178",16,20180822,11404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",41,1.1,42,NA
"179",16,20180827,11494,50.7810894142,35.1705,280.775784305717,1429.18,495.56,0.142714,0.155822,0.134004,0.32651,0.273982,0.408513,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",46,1.1,55,38.4
"180",16,20180829,11554,38.4191555098,42.7663,243.811668669475,1741.17,682.71,0.179752,0.215873,0.1294,0.333466,0.260368,0.437742,0.0977713731072345,0.160190867895849,0.0987282239120919,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",48,1.1,47,46.6
"181",16,20180903,11644,58.8854489164,61.0086,519.39453555575,2927.18,1025.74,0.199644,0.223731,0.140436,0.337057,0.280115,0.441553,0.0710528857162764,0.081419882054273,0.103896440236191,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",53,1.1,66,49.5
"182",16,20180905,11679,71.3857290589,76.2797,671.294638799142,4475.83,1970.29,0.18103,0.220977,0.127849,0.333757,0.257199,0.440204,0.111696005001502,0.326383218354604,0.212326153578593,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",55,1.1,81,44
"183",16,20180910,11749,89.9069286453,94.3591,1286.50991242508,11395.6,5945.12,0.168693,0.218968,0.120658,0.335003,0.242134,0.439119,0.0425401737417131,0.220877994986159,0.186907101319145,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",60,1.1,104,45
"184",16,20180912,11784,91.585492228,95.73,1654.1016617895,17473.1,9521.28,0.167241,0.220475,0.118635,0.334467,0.238222,0.439972,0.00721200620203977,0.235479289289111,0.213717619735823,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",62,1.1,103,53.5
"185",16,20180925,11849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",75,NA,NA,NA
"186",17,20180725,10085,15.92649783815,17.2122,10.7057025493644,47.9381,6.36265,0.213312,0.184222,0.163204,0.303827,0.351762,0.421161,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",13,1.1,20,NA
"187",17,20180730,10274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",18,1.1,24,NA
"188",17,20180801,10436,23.6666666667,25.5112,43.4590020576183,143.208,23.0425,0.213512,0.193989,0.15356,0.304369,0.331647,0.426356,NA,NA,NA,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",20,1.1,28,NA
"189",17,20180806,10607,47.57063882065,50.2872,128.534284088633,597.049,166.939,0.239172,0.224532,0.157655,0.316481,0.330775,0.442172,0.135726600027438,0.396057627868571,0.2855402136377,NA,1,"RHS",1.1,"Hoaglands Solution","Nitrogen","0","NoSeasol","","12/07/2018",25,1.1,54,NA
